"species","organ","metabolite","concentration_ppm","stError_ppm"
"racemosa_SC","stems","isoscutellarin",0,NA
"racemosa_SC","stems","oroxylinA",23.6780000250062,NA
"racemosa_SC","stems","oroxyloside",12.7682692542913,NA
"racemosa_SC","stems","scutellarein",0,NA
"racemosa_SC","stems","scutellarin",0,NA
"racemosa_SC","stems","wogonin",2.23211674446862,NA
"racemosa_SC","stems","wogonoside",0,NA
"tournefortii","leaves","acteoside",0,0
"tournefortii","leaves","apigenin",0,0
"tournefortii","leaves","apigeninG",0.623360701467855,0.159600663618871
"tournefortii","leaves","baicalein",0.714911642338075,0.181200166569562
"tournefortii","leaves","baicalin",0,0
"tournefortii","leaves","chrysin",0.625587424807763,0.0258443661101732
"tournefortii","leaves","chrysinG",10.1013552161648,2.07831910570459
"tournefortii","leaves","hispidulin",0,0
"tournefortii","leaves","hispidulinG",0,0
"tournefortii","leaves","isoscutellarin",0.287480474998747,0.0470006488673803
"tournefortii","leaves","oroxylinA",0,0
"tournefortii","leaves","oroxyloside",0,0
"tournefortii","leaves","scutellarein",0,0
"tournefortii","leaves","scutellarin",6.89866670144433,1.49192992853721
"tournefortii","leaves","wogonin",0,0
"tournefortii","leaves","wogonoside",0.14616938404572,0.14616938404572
"tournefortii","roots","acteoside",0,0
"tournefortii","roots","apigenin",0,0
"tournefortii","roots","apigeninG",0,0
"tournefortii","roots","baicalein",0.171399142549224,0.0778129218478177
"tournefortii","roots","baicalin",2.08545699176393,0.18419668055435
"tournefortii","roots","chrysin",0,0
"tournefortii","roots","chrysinG",0.178207166331976,0.0898417456981799
"tournefortii","roots","hispidulin",0,0
"tournefortii","roots","hispidulinG",0,0
"tournefortii","roots","isoscutellarin",0,0
"tournefortii","roots","oroxylinA",0.10931262865554,0.0141457229736632
"tournefortii","roots","oroxyloside",2.86425890486037,0.318086864907819
"tournefortii","roots","scutellarein",0,0
"tournefortii","roots","scutellarin",0,0
"tournefortii","roots","wogonin",3.31183624584862,0.287045341781839
"tournefortii","roots","wogonoside",17.5155948698112,0.345648298550513
"tournefortii","stems","acteoside",0,0
"tournefortii","stems","apigenin",0,0
"tournefortii","stems","apigeninG",0,0
"tournefortii","stems","baicalein",0.375609041313821,0.0961234191723969
"tournefortii","stems","baicalin",0.172855133505035,0.0962635637536303
"tournefortii","stems","chrysin",0.00721344535250568,0.00721344535250568
"tournefortii","stems","chrysinG",0.324218101232283,0.0963816815481311
"tournefortii","stems","hispidulin",0,0
"tournefortii","stems","hispidulinG",0,0
"tournefortii","stems","isoscutellarin",1.41595959002125,0.37600304224131
"tournefortii","stems","oroxylinA",0,0
"tournefortii","stems","oroxyloside",0.144867481499877,0.0752723522989152
"tournefortii","stems","scutellarein",0,0
"tournefortii","stems","scutellarin",3.40702393388591,1.06323028725706
"tournefortii","stems","wogonin",0.181181636516963,0.0702476047645031
"tournefortii","stems","wogonoside",5.58931550724484,1.51962943601313
